Starting the 'Apache2.4' service
The 'Apache2.4' service is running.
ly determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:30:52.833800 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:30:52.835940 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:30:52.835940 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:30:52.837453 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 26656
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:30:53.317434 2025] [mpm_winnt:notice] [pid 26656:tid 440] AH00354: Child: Starting 64 worker threads.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:45.304300 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:42:45.304300 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:42:45.304300 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:42:45.309653 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 872
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:46.272691 2025] [mpm_winnt:notice] [pid 872:tid 464] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:42:47.274481 2025] [mpm_winnt:notice] [pid 26656:tid 440] AH00364: Child: All worker threads have exited.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:57.057184 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:42:57.057184 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:42:57.057184 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:42:57.072202 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 18464
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:58.027504 2025] [mpm_winnt:notice] [pid 18464:tid 480] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:42:59.033038 2025] [mpm_winnt:notice] [pid 872:tid 464] AH00364: Child: All worker threads have exited.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:43:06.915823 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:43:06.915823 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:43:06.915823 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:43:06.927496 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 17792
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:43:07.883249 2025] [mpm_winnt:notice] [pid 17792:tid 512] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:43:08.888663 2025] [mpm_winnt:notice] [pid 18464:tid 480] AH00364: Child: All worker threads have exited.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:46:22.236813 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:46:22.236813 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:46:22.236813 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:46:22.247738 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 27468
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:46:24.206805 2025] [mpm_winnt:notice] [pid 17792:tid 512] AH00364: Child: All worker threads have exited.
[Wed Apr 23 18:46:24.408264 2025] [mpm_winnt:notice] [pid 27468:tid 456] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:53:01.865861 2025] [php:error] [pid 27468:tid 1276] [client 127.0.0.1:59966] PHP Fatal error:  Uncaught mysqli_sql_exception: The server requested authentication method unknown to the client [auth_gssapi_client] in C:\\Apache24\\htdocs\\dbtest.php:2\nStack trace:\n#0 C:\\Apache24\\htdocs\\dbtest.php(2): mysqli->__construct('localhost', 'root', Object(SensitiveParameterValue))\n#1 {main}\n  thrown in C:\\Apache24\\htdocs\\dbtest.php on line 2
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\mktime(): Implicitly marking parameter $hour as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\datetime.php on line 464, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\mktime(): Implicitly marking parameter $minute as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\datetime.php on line 464, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\mktime(): Implicitly marking parameter $second as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\datetime.php on line 464, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\mktime(): Implicitly marking parameter $month as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\datetime.php on line 464, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\mktime(): Implicitly marking parameter $day as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\datetime.php on line 464, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\mktime(): Implicitly marking parameter $year as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\datetime.php on line 464, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\strtotime(): Implicitly marking parameter $now as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\datetime.php on line 587, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_busy(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 22, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_chmod(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 74, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_chown(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 126, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_close(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 175, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_dup2(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 283, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_fallocate(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 355, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_fchmod(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 405, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_fdatasync(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 453, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_fsync(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 607, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_ftruncate(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 658, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_futime(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 709, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_grp(): Implicitly marking parameter $data as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 753, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_mkdir(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 852, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_mknod(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 917, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_nop(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 965, referer: http://localhost/
[Wed Apr 23 19:12:49.766063 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_readahead(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1016, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_readdir(): Implicitly marking parameter $data as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1319, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_readlink(): Implicitly marking parameter $data as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1367, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_rename(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1416, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_rmdir(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1464, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_seek(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1520, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_sendfile(): Implicitly marking parameter $pri as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1572, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_sendfile(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1572, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_sendfile(): Implicitly marking parameter $data as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1572, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_symlink(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1734, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_sync_file_range(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1793, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_sync(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1814, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_syncfs(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1862, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_truncate(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1912, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_unlink(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 1960, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_utime(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 2010, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\eio_write(): Implicitly marking parameter $callback as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\eio.php on line 2063, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\error_log(): Implicitly marking parameter $destination as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\errorfunc.php on line 69, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\error_log(): Implicitly marking parameter $extra_headers as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\errorfunc.php on line 69, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\system(): Implicitly marking parameter $return_var as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\exec.php on line 151, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\file_get_contents(): Implicitly marking parameter $maxlen as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\filesystem.php on line 240, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\fwrite(): Implicitly marking parameter $length as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\filesystem.php on line 925, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\touch(): Implicitly marking parameter $time as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\filesystem.php on line 1451, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\touch(): Implicitly marking parameter $atime as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\filesystem.php on line 1451, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\ftp_alloc(): Implicitly marking parameter $result as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\ftp.php on line 18, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\gnupg_addsignkey(): Implicitly marking parameter $passphrase as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\gnupg.php on line 56, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\ibase_add_user(): Implicitly marking parameter $first_name as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\ibase.php on line 37, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\ibase_add_user(): Implicitly marking parameter $middle_name as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\ibase.php on line 37, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\ibase_add_user(): Implicitly marking parameter $last_name as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\ibase.php on line 37, referer: http://localhost/
[Wed Apr 23 19:12:49.782235 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60738] PHP Deprecated:  Safe\\ibase_connect(): Implicitly marking parameter $database as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpMyAdmin-5.2.2-all-languages\\vendor\\thecodingmachine\\safe\\generated\\ibase.php on line 253, referer: http://localhost/
